Cell Name,Cluster
H10_P1_M91_L001,CD8_3
H10_P3_M91_L001,CD8_3
H10_P4_M91_L001,CD8_3
H11_P3_M91_L001,CD8_3
H11_P4_M91_L001,CD8_3
H11_P5_M91_L001,CD8_3
H12_P4_M91_L001,CD8_3
H1_P1_M91_L001,CD8_3
H1_P3_M91_L001,CD8_3
H1_P5_M91_L001,CD8_3
H2_P3_M91_L001,CD8_3
H2_P4_M91_L001,CD8_3
H3_P4_M91_L001,CD8_3
H3_P5_M91_L001,CD8_3
H4_P1_M91_L001,CD8_3
H4_P3_M91_L001,CD8_3
H4_P4_M91_L001,CD8_3
H5_P3_M91_L001,CD8_3
H5_P4_M91_L001,CD8_3
H5_P5_M91_L001,CD8_3
H6_P1_M91_L001,CD8_3
H6_P5_M91_L001,CD8_3
H7_P1_M91_L001,CD8_3
H7_P3_M91_L001,CD8_3
H7_P4_M91_L001,CD8_3
H7_P5_M91_L001,CD8_1
H8_P1_M91_L001,CD8_3
H8_P3_M91_L001,CD8_3
H9_P5_M91_L001,CD8_3
A10_P1_M81_L001,CD8_6
A10_P4_M81_L001,CD8_4
A11_P1_M81_L001,CD8_6
A11_P2_M81_L001,CD8_4
A11_P3_M81_L001,CD8_6
A12_P3_M81_L001,CD8_6
A1_P1_M81_L001,CD8_3
A1_P4_M81_L001,CD8_4
A2_P2_M81_L001,CD8_4
A3_P4_M81_L001,CD8_2
A5_P2_M81_L001,CD8_4
A6_P2_M81_L001,CD8_4
A6_P4_M81_L001,CD8_4
A7_P3_M81_L001,CD8_4
A8_P3_M81_L001,CD8_4
A8_P4_M81_L001,CD8_4
A9_P4_M81_L001,CD8_6
B10_P2_M81_L001,CD8_3
B10_P3_M81_L001,CD8_3
B10_P4_M81_L001,CD8_4
B11_P1_M81_L001,CD8_3
B11_P3_M81_L001,CD8_4
B11_P4_M81_L001,CD8_4
B1_P4_M81_L001,CD8_6
B3_P2_M81_L001,CD8_4
B3_P4_M81_L001,CD8_4
B5_P2_M81_L001,CD8_4
B6_P1_M81_L001,CD8_6
B7_P1_M81_L001,CD8_4
B9_P2_M81_L001,CD8_4
B9_P3_M81_L001,CD8_4
C10_P4_M81_L001,CD8_4
C11_P1_M81_L001,CD8_4
C11_P2_M81_L001,CD8_5
C11_P4_M81_L001,CD8_4
C12_P1_M81_L001,CD8_3
C12_P2_M81_L001,CD8_6
C2_P1_M81_L001,CD8_4
C2_P2_M81_L001,CD8_3
C2_P3_M81_L001,CD8_4
C3_P3_M81_L001,CD8_6
C4_P1_M81_L001,CD8_3
C5_P2_M81_L001,CD8_6
C5_P3_M81_L001,CD8_6
C5_P4_M81_L001,CD8_5
C6_P1_M81_L001,CD8_4
C6_P3_M81_L001,CD8_5
C8_P3_M81_L001,CD8_4
C9_P1_M81_L001,CD8_6
C9_P2_M81_L001,CD8_4
C9_P3_M81_L001,CD8_1
C9_P4_M81_L001,CD8_4
D11_P1_M81_L001,CD8_4
D11_P3_M81_L001,CD8_3
D2_P2_M81_L001,CD8_6
D3_P1_M81_L001,CD8_4
D4_P2_M81_L001,CD8_3
D4_P4_M81_L001,CD8_6
D5_P1_M81_L001,CD8_4
D5_P3_M81_L001,CD8_4
D6_P3_M81_L001,CD8_4
D7_P2_M81_L001,CD8_4
D7_P3_M81_L001,CD8_3
D8_P4_M81_L001,CD8_4
D9_P3_M81_L001,CD8_6
D9_P4_M81_L001,CD8_6
E10_P1_M81_L001,CD8_6
E11_P1_M81_L001,CD8_4
E11_P4_M81_L001,CD8_4
E12_P1_M81_L001,CD8_4
E1_P1_M81_L001,CD8_4
E1_P4_M81_L001,CD8_6
E2_P2_M81_L001,CD8_2
E2_P3_M81_L001,CD8_3
E4_P2_M81_L001,CD8_4
E4_P4_M81_L001,CD8_6
E6_P1_M81_L001,CD8_6
E6_P3_M81_L001,CD8_4
E8_P3_M81_L001,CD8_6
E9_P1_M81_L001,CD8_4
E9_P2_M81_L001,CD8_4
E9_P3_M81_L001,CD8_3
F10_P1_M81_L001,CD8_4
F11_P2_M81_L001,CD8_4
F12_P3_M81_L001,CD8_4
F1_P1_M81_L001,CD8_6
F2_P2_M81_L001,CD8_4
F2_P3_M81_L001,CD8_4
F3_P4_M81_L001,CD8_4
F4_P1_M81_L001,CD8_4
F5_P4_M81_L001,CD8_3
F6_P2_M81_L001,CD8_4
F6_P4_M81_L001,CD8_3
F7_P4_M81_L001,CD8_4
F8_P1_M81_L001,CD8_4
F9_P1_M81_L001,CD8_4
F9_P2_M81_L001,CD8_4
G10_P2_M81_L001,CD8_4
G10_P4_M81_L001,CD8_4
G11_P2_M81_L001,CD8_3
G12_P1_M81_L001,CD8_1
G12_P3_M81_L001,CD8_3
G1_P1_M81_L001,CD8_6
G2_P1_M81_L001,CD8_4
G2_P3_M81_L001,CD8_4
G2_P4_M81_L001,CD8_4
G3_P2_M81_L001,CD8_4
G4_P1_M81_L001,CD8_4
G6_P4_M81_L001,CD8_6
G7_P3_M81_L001,CD8_4
G8_P1_M81_L001,CD8_6
G8_P2_M81_L001,CD8_4
G8_P3_M81_L001,CD8_3
G8_P4_M81_L001,CD8_3
G9_P1_M81_L001,CD8_4
H10_P3_M81_L001,CD8_6
H12_P2_M81_L001,CD8_4
H12_P4_M81_L001,CD8_4
H1_P4_M81_L001,CD8_6
H2_P1_M81_L001,CD8_2
H2_P4_M81_L001,CD8_4
H4_P3_M81_L001,CD8_4
H4_P4_M81_L001,CD8_4
H5_P1_M81_L001,CD8_3
H6_P3_M81_L001,CD8_6
H7_P4_M81_L001,CD8_4
H8_P2_M81_L001,CD8_4
H8_P3_M81_L001,CD8_4
H9_P4_M81_L001,CD8_4
A5_P9_M86_L001,CD8_3
A7_P9_M86_L001,CD8_3
B10_P9_M86_L001,CD8_1
D1_P9_M86_L001,CD8_3
D7_P9_M86_L001,CD8_6
G7_P8_M86_L001,CD8_6
A10_P1_M89_L001,CD8_3
A12_P5_M89_L001,CD8_6
A2_P5_M89_L001,CD8_3
A3_P1_M89_L001,CD8_3
A3_P4_M89_L001,CD8_3
A4_P3_M89_L001,CD8_3
A4_P5_M89_L001,CD8_6
A5_P3_M89_L001,CD8_6
A5_P5_M89_L001,CD8_3
A6_P1_M89_L001,CD8_3
A6_P4_M89_L001,CD8_1
A7_P4_M89_L001,CD8_3
A8_P3_M89_L001,CD8_3
A9_P5_M89_L001,CD8_3
B10_P4_M89_L001,CD8_3
B11_P1_M89_L001,CD8_3
B12_P1_M89_L001,CD8_3
B12_P3_M89_L001,CD8_3
B2_P3_M89_L001,CD8_3
B2_P4_M89_L001,CD8_3
B3_P1_M89_L001,CD8_3
B4_P1_M89_L001,CD8_3
B4_P4_M89_L001,CD8_3
B5_P1_M89_L001,CD8_1
B5_P4_M89_L001,CD8_6
B5_P5_M89_L001,CD8_6
B6_P1_M89_L001,CD8_3
B6_P4_M89_L001,CD8_3
B6_P5_M89_L001,CD8_3
B9_P3_M89_L001,CD8_3
C12_P1_M89_L001,CD8_3
C1_P4_M89_L001,CD8_6
C2_P1_M89_L001,CD8_3
C2_P3_M89_L001,CD8_3
C2_P5_M89_L001,CD8_1
C3_P5_M89_L001,CD8_3
C4_P4_M89_L001,CD8_6
C4_P5_M89_L001,CD8_3
C5_P3_M89_L001,CD8_1
C5_P4_M89_L001,CD8_3
C6_P1_M89_L001,CD8_3
C7_P1_M89_L001,CD8_3
C8_P1_M89_L001,CD8_6
C8_P4_M89_L001,CD8_3
C9_P1_M89_L001,CD8_1
D11_P1_M89_L001,CD8_3
D11_P4_M89_L001,CD8_3
D11_P5_M89_L001,CD8_3
D12_P3_M89_L001,CD8_3
D1_P1_M89_L001,CD8_6
D2_P3_M89_L001,CD8_3
D3_P5_M89_L001,CD8_3
D4_P4_M89_L001,CD8_3
D5_P4_M89_L001,CD8_3
D5_P5_M89_L001,CD8_6
D6_P1_M89_L001,CD8_6
D8_P5_M89_L001,CD8_6
E10_P4_M89_L001,CD8_2
E10_P5_M89_L001,CD8_3
E1_P5_M89_L001,CD8_3
E2_P1_M89_L001,CD8_3
E2_P5_M89_L001,CD8_3
E3_P1_M89_L001,CD8_6
E3_P4_M89_L001,CD8_6
E4_P5_M89_L001,CD8_3
E5_P1_M89_L001,CD8_6
E5_P4_M89_L001,CD8_1
E8_P4_M89_L001,CD8_3
E8_P5_M89_L001,CD8_3
E9_P3_M89_L001,CD8_1
F10_P4_M89_L001,CD8_3
F11_P1_M89_L001,CD8_6
F12_P4_M89_L001,CD8_6
F1_P3_M89_L001,CD8_3
F2_P3_M89_L001,CD8_3
F2_P4_M89_L001,CD8_1
F2_P5_M89_L001,CD8_3
F3_P1_M89_L001,CD8_6
F4_P3_M89_L001,CD8_3
F4_P5_M89_L001,CD8_3
F5_P1_M89_L001,CD8_3
F5_P3_M89_L001,CD8_6
F5_P4_M89_L001,CD8_3
F5_P5_M89_L001,CD8_3
F6_P3_M89_L001,CD8_1
F7_P1_M89_L001,CD8_3
F7_P4_M89_L001,CD8_3
F7_P5_M89_L001,CD8_3
F8_P1_M89_L001,CD8_1
F8_P4_M89_L001,CD8_3
F8_P5_M89_L001,CD8_3
F9_P1_M89_L001,CD8_1
F9_P5_M89_L001,CD8_6
G10_P1_M89_L001,CD8_3
G10_P3_M89_L001,CD8_3
G11_P1_M89_L001,CD8_3
G11_P3_M89_L001,CD8_5
G12_P5_M89_L001,CD8_1
G1_P5_M89_L001,CD8_1
G2_P4_M89_L001,CD8_3
G3_P3_M89_L001,CD8_3
G3_P5_M89_L001,CD8_3
G5_P5_M89_L001,CD8_3
G6_P3_M89_L001,CD8_3
G6_P5_M89_L001,CD8_6
G7_P5_M89_L001,CD8_6
G8_P1_M89_L001,CD8_3
G8_P4_M89_L001,CD8_3
G8_P5_M89_L001,CD8_3
G9_P3_M89_L001,CD8_6
H10_P1_M89_L001,CD8_3
H10_P3_M89_L001,CD8_3
H12_P4_M89_L001,CD8_1
H1_P4_M89_L001,CD8_3
H2_P1_M89_L001,CD8_3
H2_P4_M89_L001,CD8_6
H3_P3_M89_L001,CD8_3
H4_P1_M89_L001,CD8_3
H4_P4_M89_L001,CD8_3
H5_P3_M89_L001,CD8_3
H5_P4_M89_L001,CD8_3
H6_P3_M89_L001,CD8_3
H6_P5_M89_L001,CD8_3
H7_P3_M89_L001,CD8_3
H8_P4_M89_L001,CD8_3
A10_P4_M50_L001,CD8_2
A12_P1_M50_L001,CD8_3
A4_P1_M50_L001,CD8_3
A6_P4_M50_L001,CD8_6
A8_P4_M50_L001,CD8_4
A9_P1_M50_L001,CD8_2
B10_P1_M50_L001,CD8_3
B12_P1_M50_L001,CD8_4
B1_P4_M50_L001,CD8_3
B2_P4_M50_L001,CD8_6
B3_P1_M50_L001,CD8_3
B4_P4_M50_L001,CD8_4
B5_P1_M50_L001,CD8_3
B5_P4_M50_L001,CD8_3
B6_P1_M50_L001,CD8_2
B7_P1_M50_L001,CD8_6
B9_P4_M50_L001,CD8_3
C11_P1_M50_L001,CD8_1
C1_P1_M50_L001,CD8_3
C1_P4_M50_L001,CD8_4
C2_P1_M50_L001,CD8_3
C4_P1_M50_L001,CD8_3
C5_P1_M50_L001,CD8_4
C5_P4_M50_L001,CD8_1
C6_P4_M50_L001,CD8_5
C7_P1_M50_L001,CD8_6
C7_P4_M50_L001,CD8_1
D11_P1_M50_L001,CD8_1
D2_P4_M50_L001,CD8_3
D3_P1_M50_L001,CD8_6
D4_P1_M50_L001,CD8_3
D4_P4_M50_L001,CD8_3
D6_P4_M50_L001,CD8_5
D7_P4_M50_L001,CD8_6
E10_P1_M50_L001,CD8_3
E11_P1_M50_L001,CD8_5
E11_P4_M50_L001,CD8_6
E1_P1_M50_L001,CD8_6
E2_P4_M50_L001,CD8_6
E4_P1_M50_L001,CD8_5
E5_P1_M50_L001,CD8_4
E7_P1_M50_L001,CD8_3
E8_P1_M50_L001,CD8_3
E8_P4_M50_L001,CD8_4
F10_P1_M50_L001,CD8_4
F10_P4_M50_L001,CD8_6
F11_P1_M50_L001,CD8_1
F11_P4_M50_L001,CD8_6
F12_P4_M50_L001,CD8_3
F2_P1_M50_L001,CD8_6
F5_P4_M50_L001,CD8_3
F7_P4_M50_L001,CD8_5
F9_P1_M50_L001,CD8_3
F9_P4_M50_L001,CD8_6
G11_P4_M50_L001,CD8_3
G12_P4_M50_L001,CD8_5
G1_P4_M50_L001,CD8_1
G4_P4_M50_L001,CD8_1
G7_P4_M50_L001,CD8_5
G9_P4_M50_L001,CD8_3
H10_P1_M50_L001,CD8_6
H10_P4_M50_L001,CD8_3
H11_P4_M50_L001,CD8_3
H12_P4_M50_L001,CD8_4
H1_P4_M50_L001,CD8_6
H2_P4_M50_L001,CD8_6
H3_P1_M50_L001,CD8_3
H6_P1_M50_L001,CD8_3
H6_P4_M50_L001,CD8_3
H7_P1_M50_L001,CD8_1
H8_P1_M50_L001,CD8_6
A10_P1_M90-7-24-17,CD8_3
A10_P2_M90-7-31-17,CD8_3
A11_P1_M90-7-24-17,CD8_1
A11_P1_M90-7-31-17,CD8_1
A12_P2_M90-7-24-17,CD8_3
A12_P2_M90-7-31-17,CD8_1
A2_P1_M90-7-31-17,CD8_3
A2_P2_M90-7-24-17,CD8_3
A2_P2_M90-7-31-17,CD8_3
A3_P1_M90-7-24-17,CD8_3
A3_P1_M90-7-31-17,CD8_6
A3_P2_M90-7-24-17,CD8_3
A4_P1_M90-7-31-17,CD8_1
A4_P2_M90-7-24-17,CD8_6
A4_P2_M90-7-31-17,CD8_1
A5_P2_M90-7-31-17,CD8_5
A6_P1_M90-7-31-17,CD8_1
A6_P2_M90-7-24-17,CD8_3
A7_P2_M90-7-24-17,CD8_3
A7_P2_M90-7-31-17,CD8_3
A8_P1_M90-7-24-17,CD8_6
A8_P2_M90-7-24-17,CD8_1
A8_P2_M90-7-31-17,CD8_5
A9_P1_M90-7-31-17,CD8_3
A9_P2_M90-7-24-17,CD8_5
B11_P1_M90-7-24-17,CD8_1
B11_P2_M90-7-24-17,CD8_3
B12_P1_M90-7-31-17,CD8_1
B12_P2_M90-7-24-17,CD8_1
B12_P2_M90-7-31-17,CD8_1
B2_P2_M90-7-31-17,CD8_6
B3_P1_M90-7-24-17,CD8_3
B4_P1_M90-7-24-17,CD8_1
B4_P2_M90-7-31-17,CD8_3
B5_P2_M90-7-24-17,CD8_3
B5_P2_M90-7-31-17,CD8_3
B6_P1_M90-7-31-17,CD8_3
B6_P2_M90-7-24-17,CD8_5
B7_P1_M90-7-24-17,CD8_3
B7_P2_M90-7-24-17,CD8_3
B7_P2_M90-7-31-17,CD8_1
B8_P1_M90-7-24-17,CD8_3
B8_P1_M90-7-31-17,CD8_1
B8_P2_M90-7-24-17,CD8_5
B9_P2_M90-7-31-17,CD8_3
C10_P1_M90-7-31-17,CD8_3
C11_P1_M90-7-24-17,CD8_1
C11_P2_M90-7-31-17,CD8_3
C12_P1_M90-7-24-17,CD8_1
C1_P1_M90-7-31-17,CD8_1
C1_P2_M90-7-24-17,CD8_3
C1_P2_M90-7-31-17,CD8_1
C2_P1_M90-7-31-17,CD8_3
C2_P2_M90-7-31-17,CD8_3
C3_P1_M90-7-24-17,CD8_1
C3_P2_M90-7-24-17,CD8_6
C4_P2_M90-7-24-17,CD8_1
C4_P2_M90-7-31-17,CD8_3
C5_P1_M90-7-24-17,CD8_1
C5_P1_M90-7-31-17,CD8_1
C6_P1_M90-7-24-17,CD8_1
C6_P1_M90-7-31-17,CD8_3
C7_P1_M90-7-31-17,CD8_3
C7_P2_M90-7-31-17,CD8_2
C8_P1_M90-7-24-17,CD8_3
C8_P1_M90-7-31-17,CD8_3
C9_P2_M90-7-31-17,CD8_1
D10_P1_M90-7-24-17,CD8_3
D10_P1_M90-7-31-17,CD8_3
D10_P2_M90-7-24-17,CD8_3
D11_P1_M90-7-24-17,CD8_6
D11_P2_M90-7-31-17,CD8_3
D1_P2_M90-7-24-17,CD8_3
D1_P2_M90-7-31-17,CD8_3
D2_P1_M90-7-24-17,CD8_5
D2_P1_M90-7-31-17,CD8_3
D4_P1_M90-7-31-17,CD8_6
D5_P1_M90-7-24-17,CD8_3
D6_P1_M90-7-24-17,CD8_3
D6_P2_M90-7-24-17,CD8_6
D7_P1_M90-7-24-17,CD8_3
D7_P2_M90-7-31-17,CD8_3
D8_P2_M90-7-24-17,CD8_3
E10_P1_M90-7-24-17,CD8_3
E10_P1_M90-7-31-17,CD8_3
E10_P2_M90-7-24-17,CD8_3
E10_P2_M90-7-31-17,CD8_3
E12_P1_M90-7-31-17,CD8_3
E1_P2_M90-7-31-17,CD8_5
E2_P1_M90-7-31-17,CD8_3
E2_P2_M90-7-24-17,CD8_3
E2_P2_M90-7-31-17,CD8_3
E3_P2_M90-7-24-17,CD8_3
E3_P2_M90-7-31-17,CD8_3
E4_P1_M90-7-24-17,CD8_3
E4_P2_M90-7-24-17,CD8_3
E6_P1_M90-7-24-17,CD8_3
E6_P1_M90-7-31-17,CD8_6
E7_P1_M90-7-31-17,CD8_1
E7_P2_M90-7-24-17,CD8_1
E7_P2_M90-7-31-17,CD8_1
E8_P2_M90-7-24-17,CD8_6
E9_P1_M90-7-24-17,CD8_3
F10_P2_M90-7-24-17,CD8_3
F10_P2_M90-7-31-17,CD8_3
F11_P1_M90-7-31-17,CD8_1
F12_P1_M90-7-24-17,CD8_3
F12_P1_M90-7-31-17,CD8_1
F12_P2_M90-7-24-17,CD8_1
F1_P2_M90-7-24-17,CD8_3
F1_P2_M90-7-31-17,CD8_1
F2_P1_M90-7-31-17,CD8_5
F3_P2_M90-7-24-17,CD8_3
F3_P2_M90-7-31-17,CD8_3
F4_P1_M90-7-31-17,CD8_3
F4_P2_M90-7-24-17,CD8_1
F5_P1_M90-7-24-17,CD8_3
F5_P1_M90-7-31-17,CD8_3
F5_P2_M90-7-24-17,CD8_3
F6_P1_M90-7-24-17,CD8_3
F7_P2_M90-7-24-17,CD8_1
F7_P2_M90-7-31-17,CD8_1
F8_P1_M90-7-24-17,CD8_6
F8_P1_M90-7-31-17,CD8_1
F9_P1_M90-7-31-17,CD8_3
F9_P2_M90-7-24-17,CD8_6
G10_P1_M90-7-24-17,CD8_6
G11_P1_M90-7-31-17,CD8_3
G11_P2_M90-7-31-17,CD8_1
G12_P1_M90-7-24-17,CD8_3
G12_P1_M90-7-31-17,CD8_1
G1_P1_M90-7-24-17,CD8_3
G1_P2_M90-7-31-17,CD8_6
G3_P1_M90-7-31-17,CD8_5
G3_P2_M90-7-24-17,CD8_3
G4_P1_M90-7-24-17,CD8_3
G4_P1_M90-7-31-17,CD8_1
G5_P2_M90-7-24-17,CD8_3
G6_P1_M90-7-24-17,CD8_3
G6_P1_M90-7-31-17,CD8_6
G8_P1_M90-7-24-17,CD8_1
G8_P2_M90-7-24-17,CD8_3
G9_P1_M90-7-24-17,CD8_3
G9_P2_M90-7-31-17,CD8_3
H10_P2_M90-7-24-17,CD8_3
H10_P2_M90-7-31-17,CD8_3
H11_P1_M90-7-24-17,CD8_1
H11_P2_M90-7-24-17,CD8_4
H11_P2_M90-7-31-17,CD8_3
H12_P1_M90-7-24-17,CD8_3
H12_P1_M90-7-31-17,CD8_3
H12_P2_M90-7-31-17,CD8_5
H1_P1_M90-7-31-17,CD8_3
H1_P2_M90-7-24-17,CD8_1
H2_P1_M90-7-24-17,CD8_1
H2_P2_M90-7-24-17,CD8_1
H2_P2_M90-7-31-17,CD8_4
H3_P1_M90-7-24-17,CD8_3
H3_P2_M90-7-24-17,CD8_1
H4_P1_M90-7-24-17,CD8_3
H4_P1_M90-7-31-17,CD8_5
H4_P2_M90-7-24-17,CD8_3
H4_P2_M90-7-31-17,CD8_3
H6_P1_M90-7-24-17,CD8_5
H6_P2_M90-7-24-17,CD8_3
H7_P1_M90-7-24-17,CD8_3
H7_P2_M90-7-24-17,CD8_3
H8_P2_M90-7-24-17,CD8_3
H9_P1_M90-7-24-17,CD8_1
H9_P1_M90-7-31-17,CD8_3
H9_P2_M90-7-24-17,CD8_3
H9_P2_M90-7-31-17,CD8_3
A10_P3_M77_L001,CD8_2
A10_P4_M77_L001,CD8_2
A12_P3_M77_L001,CD8_1
A2_P1_M77_L001,CD8_5
A2_P2_M77_L001,CD8_1
A2_P4_M77_L001,CD8_4
A3_P1_M77_L001,CD8_4
A3_P2_M77_L001,CD8_2
A3_P3_M77_L001,CD8_2
A4_P1_M77_L001,CD8_4
A4_P3_M77_L001,CD8_4
A4_P4_M77_L001,CD8_1
A5_P2_M77_L001,CD8_2
A5_P3_M77_L001,CD8_2
A5_P4_M77_L001,CD8_4
A6_P1_M77_L001,CD8_2
A6_P2_M77_L001,CD8_5
A6_P4_M77_L001,CD8_2
A7_P3_M77_L001,CD8_2
A7_P4_M77_L001,CD8_3
A8_P2_M77_L001,CD8_1
A8_P3_M77_L001,CD8_4
A8_P4_M77_L001,CD8_4
A9_P1_M77_L001,CD8_1
A9_P2_M77_L001,CD8_2
A9_P4_M77_L001,CD8_4
B10_P3_M77_L001,CD8_1
B11_P1_M77_L001,CD8_1
B11_P2_M77_L001,CD8_4
B12_P1_M77_L001,CD8_1
B12_P2_M77_L001,CD8_2
B12_P4_M77_L001,CD8_2
B1_P1_M77_L001,CD8_4
B1_P2_M77_L001,CD8_1
B1_P3_M77_L001,CD8_2
B1_P4_M77_L001,CD8_4
B2_P1_M77_L001,CD8_3
B2_P2_M77_L001,CD8_5
B2_P3_M77_L001,CD8_2
B3_P1_M77_L001,CD8_4
B3_P2_M77_L001,CD8_5
B3_P3_M77_L001,CD8_2
B4_P4_M77_L001,CD8_2
B5_P4_M77_L001,CD8_2
B6_P2_M77_L001,CD8_2
B6_P3_M77_L001,CD8_4
B7_P1_M77_L001,CD8_2
B7_P2_M77_L001,CD8_2
B7_P4_M77_L001,CD8_5
B8_P1_M77_L001,CD8_2
B9_P2_M77_L001,CD8_2
B9_P3_M77_L001,CD8_4
B9_P4_M77_L001,CD8_4
C10_P2_M77_L001,CD8_1
C10_P3_M77_L001,CD8_4
C11_P2_M77_L001,CD8_2
C11_P3_M77_L001,CD8_4
C12_P2_M77_L001,CD8_1
C12_P3_M77_L001,CD8_5
C1_P1_M77_L001,CD8_2
C1_P2_M77_L001,CD8_1
C1_P3_M77_L001,CD8_2
C2_P1_M77_L001,CD8_4
C2_P2_M77_L001,CD8_2
C2_P3_M77_L001,CD8_2
C3_P1_M77_L001,CD8_3
C3_P2_M77_L001,CD8_2
C3_P3_M77_L001,CD8_2
C4_P1_M77_L001,CD8_4
C4_P2_M77_L001,CD8_1
C4_P3_M77_L001,CD8_2
C5_P2_M77_L001,CD8_2
C5_P3_M77_L001,CD8_1
C5_P4_M77_L001,CD8_2
C6_P2_M77_L001,CD8_2
C7_P1_M77_L001,CD8_4
C7_P2_M77_L001,CD8_1
C9_P3_M77_L001,CD8_4
C9_P4_M77_L001,CD8_5
D10_P1_M77_L001,CD8_2
D10_P2_M77_L001,CD8_5
D10_P4_M77_L001,CD8_5
D11_P1_M77_L001,CD8_4
D11_P2_M77_L001,CD8_2
D11_P3_M77_L001,CD8_2
D12_P1_M77_L001,CD8_2
D12_P2_M77_L001,CD8_2
D12_P3_M77_L001,CD8_1
D12_P4_M77_L001,CD8_4
D1_P1_M77_L001,CD8_2
D1_P2_M77_L001,CD8_4
D1_P3_M77_L001,CD8_2
D1_P4_M77_L001,CD8_2
D2_P1_M77_L001,CD8_2
D2_P3_M77_L001,CD8_2
D2_P4_M77_L001,CD8_1
D3_P1_M77_L001,CD8_1
D3_P2_M77_L001,CD8_1
D3_P3_M77_L001,CD8_1
D4_P1_M77_L001,CD8_5
D4_P2_M77_L001,CD8_2
D6_P1_M77_L001,CD8_2
D6_P4_M77_L001,CD8_2
D7_P1_M77_L001,CD8_2
D7_P2_M77_L001,CD8_2
D7_P3_M77_L001,CD8_2
D7_P4_M77_L001,CD8_2
D8_P2_M77_L001,CD8_4
D8_P3_M77_L001,CD8_1
D8_P4_M77_L001,CD8_2
D9_P1_M77_L001,CD8_5
D9_P2_M77_L001,CD8_2
D9_P4_M77_L001,CD8_2
E10_P2_M77_L001,CD8_1
E10_P3_M77_L001,CD8_4
E10_P4_M77_L001,CD8_2
E11_P1_M77_L001,CD8_4
E11_P4_M77_L001,CD8_4
E12_P1_M77_L001,CD8_2
E12_P3_M77_L001,CD8_2
E1_P1_M77_L001,CD8_2
E2_P2_M77_L001,CD8_1
E2_P3_M77_L001,CD8_2
E2_P4_M77_L001,CD8_4
E3_P1_M77_L001,CD8_2
E3_P2_M77_L001,CD8_2
E3_P3_M77_L001,CD8_2
E4_P2_M77_L001,CD8_6
E4_P3_M77_L001,CD8_2
E6_P1_M77_L001,CD8_2
E6_P2_M77_L001,CD8_2
E8_P3_M77_L001,CD8_2
E9_P1_M77_L001,CD8_2
F10_P2_M77_L001,CD8_2
F10_P3_M77_L001,CD8_2
F10_P4_M77_L001,CD8_4
F11_P3_M77_L001,CD8_1
F11_P4_M77_L001,CD8_2
F12_P1_M77_L001,CD8_1
F12_P3_M77_L001,CD8_2
F12_P4_M77_L001,CD8_4
F1_P1_M77_L001,CD8_2
F1_P3_M77_L001,CD8_1
F1_P4_M77_L001,CD8_2
F2_P1_M77_L001,CD8_4
F2_P2_M77_L001,CD8_4
F2_P4_M77_L001,CD8_2
F3_P1_M77_L001,CD8_5
F3_P3_M77_L001,CD8_3
F3_P4_M77_L001,CD8_2
F4_P1_M77_L001,CD8_4
F4_P2_M77_L001,CD8_2
F4_P4_M77_L001,CD8_2
F5_P1_M77_L001,CD8_2
F5_P2_M77_L001,CD8_4
F5_P3_M77_L001,CD8_2
F6_P2_M77_L001,CD8_4
F6_P3_M77_L001,CD8_2
F7_P1_M77_L001,CD8_2
F8_P1_M77_L001,CD8_2
F8_P3_M77_L001,CD8_2
F9_P1_M77_L001,CD8_4
F9_P3_M77_L001,CD8_5
G10_P2_M77_L001,CD8_2
G10_P3_M77_L001,CD8_5
G10_P4_M77_L001,CD8_1
G11_P1_M77_L001,CD8_2
G11_P3_M77_L001,CD8_4
G11_P4_M77_L001,CD8_4
G12_P2_M77_L001,CD8_2
G12_P3_M77_L001,CD8_1
G1_P3_M77_L001,CD8_2
G1_P4_M77_L001,CD8_2
G2_P1_M77_L001,CD8_2
G2_P2_M77_L001,CD8_2
G2_P3_M77_L001,CD8_5
G2_P4_M77_L001,CD8_1
G3_P1_M77_L001,CD8_2
G3_P2_M77_L001,CD8_5
G3_P3_M77_L001,CD8_4
G4_P2_M77_L001,CD8_5
G5_P3_M77_L001,CD8_1
G6_P2_M77_L001,CD8_2
G6_P3_M77_L001,CD8_1
G6_P4_M77_L001,CD8_2
G7_P1_M77_L001,CD8_2
G8_P1_M77_L001,CD8_5
G8_P2_M77_L001,CD8_2
G8_P3_M77_L001,CD8_4
G9_P2_M77_L001,CD8_1
G9_P4_M77_L001,CD8_1
H11_P1_M77_L001,CD8_2
H11_P4_M77_L001,CD8_1
H12_P2_M77_L001,CD8_2
H1_P1_M77_L001,CD8_4
H1_P2_M77_L001,CD8_5
H1_P3_M77_L001,CD8_2
H1_P4_M77_L001,CD8_2
H2_P3_M77_L001,CD8_4
H2_P4_M77_L001,CD8_2
H3_P1_M77_L001,CD8_2
H3_P3_M77_L001,CD8_2
H3_P4_M77_L001,CD8_4
H4_P2_M77_L001,CD8_2
H5_P1_M77_L001,CD8_2
H5_P2_M77_L001,CD8_2
H5_P3_M77_L001,CD8_2
H5_P4_M77_L001,CD8_2
H6_P1_M77_L001,CD8_1
H7_P2_M77_L001,CD8_2
H7_P3_M77_L001,CD8_2
H8_P1_M77_L001,CD8_2
H8_P4_M77_L001,CD8_2
H9_P1_M77_L001,CD8_2
H9_P3_M77_L001,CD8_2
H9_P4_M77_L001,CD8_2
